Security Code,Security Id,Security Name
505737,INTLCOMBQ,INTERNATIONAL COMBUSTION (INDIA) LTD.
505744,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD.
505750,JOSTS,JOST&#39;S ENGINEERING CO.LTD.
505790,SCHAEFFLER,Schaeffler India Ltd
505800,RANEHOLDIN,RANE HOLDINGS LTD.
505807,ROLCOEN,ROLCON ENGINEERING CO.LTD.
505827,SNL,SNL BEARINGS LTD.
505840,JAIPAN,JAIPAN INDUSTRIES LTD.
505850,MANCREDIT,MANGAL CREDIT AND FINCORP LTD.
505854,TRF,TRF LTD.-$
505872,WPIL,WPIL LTD.
505890,KENNAMET,KENNAMETAL INDIA LTD.-$
505893,HINDHARD,HINDUSTAN HARDY SPICER LTD.
505978,TRITONV,TRITON VALVES LTD.
506003,SUDAI,SUDAL INDUSTRIES LTD.
506022,PRAKASH,PRAKASH INDUSTRIES LTD.
506024,HARME,HARIYANA METALS LTD.
506074,ARSHIYA,Arshiya Limited
506076,GRINDWELL,GRINDWELL NORTON LTD.-$
506079,LAKPRE,LAKSHMI PRECISION SCREWS LTD.
506087,ANUPMAL,ANUP MALLEABLE LTD.
506105,STANROS,STANROSE MAFATLAL INVESTMENTS AND FINANCE LTD.
506107,PRECTRA,PRECIOUS TRADING & INVESTMENTS LTD.
506109,GENESYS,GENESYS INTERNATIONAL CORPORATION LTD.
506120,ALNATRD,ALNA TRADING & EXPORTS LTD.
506122,PANKAJPIYUS,Pankaj Piyush Trade & Investment Ltd
506128,PARNAXLAB,PARNAX LAB LTD.
506134,INTELLCAP,INTELLIVATE CAPITAL VENTURES LTD.
506146,VIVIDHA,VISAGAR POLYTEX LTD.
506161,ISHWATR,ISHWARSHAKTI HOLDINGS & TRADERS LTD.
506162,TERRAFORM,TERRAFORM MAGNUM LTD.
506166,APIS,APIS INDIA LTD.
506178,ZKHATAUE,KHATAU EXIM LTD.
506180,SRIOMTR,SHREE OM TRADES LTD.
506184,KANANIIND,KANANI INDUSTRIES LTD.
506186,GCKL,Galaxy Cloud Kitchens Ltd-$
506190,ZSARVAMA,SARVAMANGAL MERCANTILE CO.LTD.
506194,ASL,Arihant Superstructures Limited
506196,VIKSHEN,VIKSIT ENGINEERING LTD.
506197,BLISSGVS,BLISS GVS PHARMA LTD.
506222,INEOSSTYRO,INEOS Styrolution India Ltd
506235,ALEMBICLTD,ALEMBIC LTD.
506248,AMNPLST,AMINES & PLASTICIZERS LTD.
506260,ANUHPHR,ANUH PHARMA LTD.
506261,MODISNME,MODISON METALS LTD.-$
506285,BAYERCROP,BAYER CROPSCIENCE LTD.
506313,SASHWAT,Sashwat Technocrats Limited
506365,CHEMOPH,CHEMO PHARMA LABORATORIES LTD.
506390,CLNINDIA,CLARIANT CHEMICALS (INDIA) LTD.
506395,COROMANDEL,COROMANDEL INTERNATIONAL LTD.
506401,DEEPAKNI,DEEPAK NITRITE LTD.-$
506405,DHARAMSI,DHARAMSI MORARJI CHEMICAL CO.LTD.
506414,FERMENTA,Fermenta Biotech Ltd
506480,GOCLCORP,GOCL Corporation Ltd-$
506520,JAYCH,JAYSHREE CHEMICALS LTD.
506522,JLMORI,J.L.MORISON (INDIA) LTD.
506525,KANORICHEM,KANORIA CHEMICALS & INDUSTRIES LTD.
506528,KELENRG,KELTECH ENERGIES LTD.
506530,KEMP,KEMP & COMPANY LTD.
506532,NITTAGELA,NITTA GELATIN INDIA LTD.-$
506543,MPAGI,M.P.AGRO INDUSTRIES LTD.
506579,ORIENTCQ,ORIENTAL CARBON & CHEMICALS LTD.-$
506590,PHILIPCARB,PHILLIPS CARBON BLACK LTD.
506597,AMAL,AMAL LTD.
506605,POLYCHEM,POLYCHEM LTD.
506618,PUNJABCHEM,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$
506640,GUJCMDS,GUJCHEM DISTILLERS INDIA LTD.
506642,SADHNANIQ,SADHANA NITROCHEM LTD.
506655,SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LTD.
506685,ULTRAMAR,ULTRAMARINE & PIGMENTS LTD.-$
506687,TRANSPEK,TRANSPEK INDUSTRY LTD.-$
506690,UNICHEMLAB,UNICHEM LABORATORIES LTD.
506734,MYSORPETRO,MYSORE PETRO CHEMICALS LTD.-$
506767,ALKYLAMINE,ALKYL AMINES CHEMICALS LTD.-$
506808,TUTIALKA,TUTICORIN ALKALI CHEMICALS & FERTILISERS LTD.
506820,ASTRAZEN,ASTRAZENECA PHARMA INDIA LTD.
506852,PACL,PUNJAB ALKALIES & CHEMICALS LTD.
506854,TANFACIND,TANFAC INDUSTRIES LTD.-$
506858,GUJPETR,GUJARAT PETROSYNTHESE LTD.
506863,SWADEIN,SWADESHI INDUSTRIES LEASING CO.LTD.
506867,MASCH,MASTER CHEMICALS LTD.
506879,GUJTHEM,GUJARAT THEMIS BIOSYN LTD.
506910,JAYSYN,JAYSYNTH DYESTUFF (INDIA) LTD.
506919,MAKERSL,MAKERS LABORATORIES LTD.-$
506935,CONTCHM,CONTINENTAL CHEMICALS LTD.
506943,JBCHEPHARM,J.B.CHEMICALS & PHARMACEUTICALS LTD.
506945,IGLFXPL-B,INDO GULF INDUSTRIES LTD.
506947,ADVPETR-B,ADVANCE PETROCHEMICALS LTD.
506975,RAJSPTR,RAJASTHAN PETRO SYNTHETICS LTD.
506981,BLUECHIPT,BLUE CHIP TEX INDUSTRIES LTD.
507155,JAGAJITIND,JAGATJIT INDUSTRIES LTD.
507180,KESARENT,KESAR ENTERPRISES LTD.-$
507205,TI,TILAKNAGAR INDUSTRIES LTD.-$
507265,EMERALL,Emerald Leisures Ltd
507300,RAVALSUGAR,RAVALGAON SUGAR FARM LTD.
507315,SAKHTISUG,SAKTHI SUGARS LTD.
507410,WALCHANNAG,WALCHANDNAGAR INDUSTRIES LTD.
507435,KHODAY,KHODAY INDIA LTD.-$
507438,IFBAGRO,IFB AGRO INDUSTRIES LTD.
507442,DHARSUGAR,DHARANI SUGARS & CHEMICALS LTD.
507450,THIRUSUGAR,THIRU AROORAN SUGARS LTD.
507474,KFBL,KOTHARI FERMENTATION & BIOCHEM LTD.
507486,CAPRO,CAPROLACTAM CHEMICALS LTD.
507488,GMBREW,G.M.BREWERIES LTD.
507490,RANASUG,RANA SUGARS LTD.
507498,PICCASUG,PICCADILY SUGAR & ALLIED INDUSTRIES LTD.
507508,RIGASUG,RIGA SUGAR COMPANY LTD.-$
507514,SDBL,SOM DISTILLERIES & BREWERIES LTD.
507515,CJGEL,C.J.GELATINE PRODUCTS LTD.
507522,MOUNTSHIQ,MOUNT SHIVALIK INDUSTRIES LTD.-$
507525,AMRITCORP,AMRIT CORP.LTD.-$
507526,ASALCBR,ASSOCIATED ALCOHOLS & BREWERIES LTD.
507543,CORAGRO,COROMANDEL AGRO PRODUCTS & OILS LTD.
507552,FOODSIN,FOODS & INNS LTD.
507580,IVP,IVP LTD.
507598,KLRFM,Kovilpatti Lakshmi Roller Flour Mills Ltd
507609,OLYOI,OLYMPIC OIL INDUSTRIES LTD.
507621,MLKFOOD,MILKFOOD LTD.
507645,POLSON,POLSON LTD.
507685,WIPRO,WIPRO LTD.
507690,ORIBEVER,ORIENT BEVERAGES LTD.
507717,DHANUKA,DHANUKA AGRITECH LTD.
507747,TTKHEALTH,TTK HEALTHCARE LTD.-$
507753,TGVSL,TGV Sraac Ltd
507759,LIMECHM,LIME CHEMICALS LTD.
507779,KANPRPLA,KANPUR PLASTIPACK LTD.
507785,TAINWALCHM,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.
507789,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LTD.
507794,KHAICHEM,KHAITAN CHEMICALS & FERTILIZERS LTD.
507808,UNTTEMI,UNITED LEASING & INDUSTRIES LTD.
507813,NOL,NATIONAL OXYGEN LTD.
507815,GILLETTE,GILLETTE INDIA LTD.
507817,WIREFABR,WIRES & FABRIKS (SA) LTD.
507828,ANSALHSG,Ansal Housing Ltd-$
507836,MCCHRLS-B,MAC CHARLES (INDIA) LTD.
507852,ADDIND,ADDI INDUSTRIES LTD.-$
507864,PIONRINV,PIONEER INVESTCORP LTD.
507872,ASHNOOR,ASHNOOR TEXTILE MILLS LTD.
507878,UNITECH,UNITECH LTD.
507880,VIPIND,V.I.P.INDUSTRIES LTD.-$
507886,DHRUVES,DHRUV ESTATES LTD.
507894,SCHABLON,SCHABLONA INDIA LTD.
507910,FIBERWEB,FIBERWEB (INDIA) LTD.
507912,LKPFIN,LKP Finance Limited
507917,EASTBUILD,EAST BUILDTECH LTD.
507938,MNPLFIN,MANIPAL FINANCE CORPORATION LTD.
507944,BAJAJST,BAJAJ STEEL INDUSTRIES LTD.
507946,KIDUJA,KIDUJA INDIA LTD.
507948,KEYCORP,KEY CORP LTD.
507952,SHIKHARLETR,SHIKHAR LEASING & TRADING LTD.
507960,GUJHOTE,GUJARAT HOTELS LTD.
507962,RAJATH,Rajath Finance Limited
507966,RASRESOR,RAS RESORTS & APART HOTELS LTD.
507970,PARMCOS-B,PARAMOUNT COSMETICS (INDIA) LTD.
507981,JINDHOT,JINDAL HOTELS LTD.
507987,JPTRLES,JUPITER INDUSTRIES & LEASING LTD.
507998,SIMMOND,SIMMONDS MARSHALL LTD.
508136,BNALTD,B & A LTD.
508306,LEDOTEA,LEDO TEA CO.LTD.
508486,HAWKINCOOK,HAWKINS COOKERS LTD.-$
508494,WARRENTEA,WARREN TEA LTD.-$
508571,COCHMAL,COCHIN MALABAR ESTATES & INDUSTRIES LTD.
508664,BESTEAST,BEST EASTERN HOTELS LTD.
508670,NEAGI,NEELAMALAI AGRO INDUSTRIES LTD.
508807,ISTLTD,IST LTD.
508814,COSMOFILMS,COSMO FILMS LTD.
508867,NEWMKTADV,NEW MARKETS ADVISORY LTD.
508869,APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD.
508875,NITINCAST,Nitin Castings Ltd
508905,SMIFS,SMIFS CAPITAL MARKETS LTD.
508906,EVERESTIND,EVEREST INDUSTRIES LTD.
508918,GREYCELLS,Greycells Education Limited
508922,MSRINDIA,MSR INDIA LTD.
508924,NORTHPR,NORTHERN PROJECTS LTD.
508929,JOYREALTY,Joy Realty Limited
508933,AYMSYNTEX,AYM Syntex Ltd
508941,PANCARBON,PANASONIC CARBON INDIA CO.LTD.-$
508954,FINKURVE,Finkurve Financial Services Ltd
508956,HBLEAS,HB LEASING & FINANCE CO.LTD.
508961,SHRICON,SHRICON INDUSTRIES LTD.
508963,STRLGUA,STERLING GUARANTY & FINANCE LTD.
508969,SULABEN,SULABH ENGINEERS & SERVICES LTD.
508980,FRONTCAP,Frontier Capital Ltd
508989,NAVNETEDUL,Navneet Education Limited
508993,KEDIACN,KEDIA CONSTRUCTION CO.LTD.
508996,SATRAPROP,SATRA PROPERTIES (INDIA) LTD.
509003,TRANOCE,TRANSOCEANIC PROPERTIES LTD.
509009,AUSOMENT,AuSom Enterprise Limited
509015,THAKRAL,THAKRAL SERVICES (INDIA) LTD.
509020,RUCHINFRA,RUCHI INFRASTRUCTURE LTD.
509026,VJTFEDU,VJTF EDUSERVICES LTD.
509038,VOLLF,VOLTAIRE LEASING & FINANCE LTD.
509040,NETLINK,NETLINK SOLUTIONS (INDIA) LTD.
509046,ZLEENCON,LEENA CONSULTANCY LTD.
509048,LANCORHOL,LANCOR HOLDINGS LTD.
509051,INDINFO,INDIAN INFOTECH & SOFTWARE LTD.
509053,BANASFN,BANAS FINANCE LTD.
509055,VISAKAIND,VISAKA INDUSTRIES LTD.
509073,HATHWAYB,HATHWAY BHAWANI CABLETEL & DATACOM LTD.
509077,PRESSMN,Pressman Advertising Limited
509079,GUFICBIO,GUFIC BIOSCIENCES LTD.
509084,PHOTON,PHOTON CAPITAL ADVISORS LTD.
509099,OSWALEA,OSWAL LEASING LTD.
509148,GOVINDRU,GOVIND RUBBER LTD.-$
509152,GRPLTD,GRP LTD.
509162,INDAG,INDAG RUBBER LTD.-$
509196,MMRUBBR-B,MM RUBBER COMPANY LTD.
509220,PTL,PTL ENTERPRISES LTD.-$
509243,TVSSRICHAK,TVS SRICHAKRA LTD.-$
509423,SEL,Sanathnagar Enterprises Limited
509438,BENARAS,BENARES HOTELS LTD.
509449,BHAGWOX,BHAGWATI OXYGEN LTD.
509470,BOMOXY-B1,Bombay Oxygen Investments Ltd
509472,CRAVATEX,CRAVATEX LTD.
509480,BERGEPAINT,BERGER PAINTS INDIA LTD.
509486,CAPRIHANS,CAPRIHANS INDIA LTD.-$
509488,GRAPHITE,GRAPHITE INDIA LTD.
509496,ITDCEM,ITD CEMENTATION INDIA LTD.
509525,EMPIND,EMPIRE INDUSTRIES LTD.
509546,GRAVISSHO,GRAVISS HOSPITALITY LTD.
509557,GARFIBRES,Garware Technical Fibres Ltd
509563,GARWAMAR,GARWARE MARINE INDUSTRIES LTD.
509567,GOACARBON,GOA CARBON LTD.-$
509597,HARDCAS,HARDCASTLE & WAUD MFG.CO.LTD.
509631,HEG,HEG LTD.
509635,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.
509650,ZHINDHSG,HINDUSTAN HOUSING CO.LTD.
509675,HIL,HIL LTD.
509692,INDIANCARD,INDIAN CARD CLOTHING CO.LTD.
509709,INTLCONV,INTERNATIONAL CONVEYORS LTD.
509715,JAYSHREETEA,JAY SHREE TEA & INDUSTRIES LTD.
509760,MODRNSH,MODERN SHARES & STOCKBROKERS LTD.
509782,OSEASPR,OSEASPRE CONSULTANTS LTD.
509820,PAPERPROD,Huhtamaki PPL Limited
509835,PREMSYN,PREMIER SYNTHETICS LTD.
509845,RJSHAH,R.J.SHAH & CO.LTD.
509870,SHAHCON,SHAH CONSTRUCTION CO.LTD.
509874,SHALPAINTS,SHALIMAR PAINTS LTD.-$
509887,SINNAR,SINNAR BIDI UDYOG LTD.
509895,HINDMILL,HINDOOSTAN MILLS LTD.
509910,ZSOUTGAS,SOUTHERN GAS LTD.
509917,TECHCON,TECHNOJET CONSULTANTS LTD.
509930,SUPREMEIND,SUPREME INDUSTRIES LTD.
509945,THACKER,THACKER & CO.LTD.
509953,TRADWIN,TRADE WINGS LTD.
509966,VSTIND,VST INDUSTRIES LTD.
510245,SWASTIVI,SWASTI VINAYAKA SYNTHETICS LTD.
511000,MADHUSE,MADHUSUDAN SECURITIES LTD.
511012,YAMNINV,YAMINI INVESTMENTS COMPANY LTD.
511018,ZMILGFIN,Milgrey Finance & Investments Ltd
511034,JINDRILL,JINDAL DRILLING & INDUSTRIES LTD.
511048,KUSUMEL,KUSAM ELECTRICAL INDUSTRIES LTD.
511060,JUMBFNL,JUMBO FINANCE LTD.
511066,SAKTHIFIN,SAKTHI FINANCE LTD.
511072,DHFL,DEWAN HOUSING FINANCE CORPORATION LTD.
511074,WEIZFIN,WEIZMANN FINCORP LTD.
511076,SATINDLTD,SAT INDUSTRIES LTD.-$
511096,TVOLCON,TIVOLI CONSTRUCTION LTD.
511108,SHIVTEX,SHIVA TEXYARN LTD.
511110,VBDESAI,V.B.DESAI FINANCIAL SERVICES LTD.
511116,QUADRANT,Quadrant Televentures Limited-$
511122,1STCUS,FIRST CUSTODIAN FUND (INDIA) LTD.
511131,KAMANWALA,KAMANWALA HOUSING CONSTRUCTION LTD.
511139,BAJRFIN,BAJRANG FINANCE LTD.
511147,WSFIN,WALL STREET FINANCE LTD.
511149,REMITR,REMI SECURITIES LTD.
511153,ANJANIFOODS,Anjani Foods Ltd
511169,HIMALFD,HIMALCHULI FOOD PRODUCTS LTD.
511176,PARSHWANA,PARSHWANATH CORPORATION LTD.
511185,SURYAKR,SURYAKRIPA FINANCE LTD.
511187,MILLENNIUM,Millennium Online Solutions ( India ) Ltd
511196,CANFINHOME,CAN FIN HOMES LTD.
511200,MUNCAPM,MUNOTH CAPITAL MARKET LTD.
511208,IVC,IL&FS INVESTMENT MANAGERS LTD.
511218,SRTRANSFIN,SHRIRAM TRANSPORT FINANCE CO.LTD.
511243,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd
511254,SAGARSYST,SAGAR SYSTECH LTD.
511260,IDINFO,ID Info Business Services Ltd
511333,VLSFINANCE,VLS FINANCE LTD.
511355,INDCEMCAP,INDIA CEMENTS CAPITAL LTD.
511359,ADMANUM,AD-MANUM FINANCE LTD.
511367,MEGLON,MEGLON INFRA-REAL (INDIA) LTD.
511377,MEHIF,MEHTA INTEGRATED FINANCE LTD.
511389,VIDEOIND,VIDEOCON INDUSTRIES LTD.
511391,INTRGLB,INTER GLOBE FINANCE LTD.
511401,MCLTD,Munoth Communication Ltd
511411,SHRISTI,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.
511413,CREST,CREST VENTURES LIMITED
511431,VAKRANGEE,Vakrangee Limited-$
511441,GUJCRED,GUJARAT CREDIT CORPORATION LTD.
511447,SYLPH,SYLPH TECHNOLOGIES LTD.
511451,DHARFIN,DHARANI FINANCE LTD.
511463,ALEXANDER,Alexander Stamps And Coin Ltd
511473,INDBANK,INDBANK MERCHANT BANKING SERVICES LTD.
511501,BHARAT,BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.
511505,CAPITALT,CAPITAL TRUST LTD.
511507,USHAKIRA,USHAKIRAN FINANCE LTD.
511509,VIVOBIOT,VIVO BIO TECH LTD.
511523,VEERHEALTH,Veerhealth Care Limited
511525,PANINDIAC,PAN INDIA CORPORATION LTD.
511533,SAHARAHOUS,SAHARA HOUSINGFINA CORPORATION LTD.
511535,NDASEC,NDA SECURITIES LTD.
511539,SUPRATRE,Supra Trends Limited
511543,GSBFIN,GSB FINANCE LTD.
511549,MORARKFI,MORARKA FINANCE LTD.
511551,MONARCH,Monarch Networth Capital Ltd
511557,PROFINC,PRO FIN CAPITAL SERVICES LTD.
511559,TIMESGTY,TIMES GUARANTY LTD.
511571,SODFC,SOM DATT FINANCE CORPORATION LTD.
511577,SAVFI,SAVANI FINANCIALS LTD.
511585,REGTRUS,REGENCY TRUST LTD.
511589,AVONMORE,Avonmore Capital & Management Services Limited
511593,LIBORDFIN,Libord Finance Ltd
511597,PALSOFT,PALSOFT INFOSYSTEMS LTD.
511601,YASHMGM,YASH MANAGEMENT & SATELLITE LTD.
511605,ARIHCAPM,ARIHANT CAPITAL MARKETS LTD.
511609,ISLCONSUL,ISL CONSULTING LTD.
511611,DCMFINSERV,DCM FINANCIAL SERVICES LTD.
511618,JIKIND,JIK INDUSTRIES LTD.
511626,RRFIN,RR FINANCIAL CONSULTANTS LTD.
511628,IMCAP,IM+ Capitals Limited
511630,SAMBHAAV,SAMBHAAV MEDIA LTD.
511634,DUGARHOU,DUGAR HOUSING DEVELOPMENTS LTD.
511654,SUGALDAM,SUGAL & DAMANI SHARE BROKERS LTD.
511658,NETTLINX,NETTLINX LTD.
511672,SCANSTL,Scan Steels Limited
511676,GICHSGFIN,GIC HOUSING FINANCE LTD.
511688,MATHEWE,MATHEW EASOW RESEARCH SECURITIES LTD.
511692,AJCON,AJCON GLOBAL SERVICES LTD.
511696,CHRTEDCA,CHARTERED CAPITAL & INVESTMENT LTD.
511700,STANCAP,STANDARD CAPITAL MARKETS LTD.
511702,PARSHINV,PARSHARTI INVESTMENT LTD.
511706,ACTIONFI,ACTION FINANCIAL SERVICES (INDIA) LTD.
511710,CUBIFIN,CUBICAL FINANCIAL SERVICES LTD.
511712,RELICTEC,RELIC TECHNOLOGIES LTD.
511716,ESCORTSFIN,ESCORTS FINANCE LTD.
511724,BALFC,BAID LEASING AND FINANCE CO.LTD.
511726,VIPUL,VIPUL LTD.
511728,KZLFIN,K.Z.LEASING & FINANCE LTD.
511730,TRCFIN,TRC FINANCIAL SERVICES LTD.
511736,USHDI,USHDEV INTERNATIONAL LTD.
511738,MEHSECU,MEHTA SECURITIES LTD.
511740,MEHTAHG,MEHTA HOUSING FINANCE LTD.
511742,UGROCAP,Ugro Capital Ltd
511754,SAHLIBHFI,SHALIBHADRA FINANCE LTD.
511756,ABIRAFN,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.
511758,MANSIFIN,MANSI FINANCE (CHENNAI) LTD.
511760,SEVENHILL,Seven Hill Industries Limited
511764,UPASAFN,UPASANA FINANCE LTD.
511766,MUTHTFN,MUTHOOT CAPITAL SERVICES LTD.
511768,MASTERTR,MASTER TRUST LTD.
512004,ZNILKENG,NILKANTH ENGINEERING LTD.
512008,AMANITRA,AMANI TRADING & EXPORTS LTD.
512011,TEATIME,TEA TIME LTD.
512014,SOBME,SOBHAGYA MERCHANTILE LTD.
512018,CNIRESLTD,CNI RESEARCH LTD.
512020,ZSARACOM,SARASWATI COMMERCIAL (INDIA) LTD.
512022,WINROC,WINRO COMMERCIAL (INDIA) LTD.
512025,INERTIAST,INERTIA STEEL LTD.
512026,PHTRADING,PH TRADING LTD.
512036,KAPILCO,KAPIL COTEX LTD.
512038,ASWTR,AASWA TRADING & EXPORTS LTD.
512047,ROYALIND,Royal India Corporation Limited
512048,LUHARUKA,Luharuka Media & Infra Ltd
512060,SHYAM,VENTURA GUARANTY LTD.
512062,ZSANMCOM,SANMITRA COMMERCIAL LTD.
512063,AYOME,AYOKI MERCANTILE LTD.
512064,VISVEN,Vishvprabha Ventures Ltd
512065,MRUTR,MRUGESH TRADING LTD.
512068,DECNGOLD,DECCAN GOLD MINES LTD.
512070,UPL,UPL Limited
512091,ANSHNCO,ANSHUNI COMMERCIALS LTD.
512093,CRANESSOFT,CRANES SOFTWARE INTERNATIONAL LTD.
512099,PUNITCO,PUNIT COMMERCIALS LTD.
512101,TRIPR,TRIOCHEM PRODUCTS LTD.
512103,NIDHGRN,NIDHI GRANITES LTD.
512105,PROAIMENT,Proaim Enterprises Ltd
512109,AVIVA,AVIVA INDUSTRIES LTD.
512117,TWIROST,TWIN ROSES TRADES & AGENCIES LTD.
512131,SIGNETIND,Signet Industries Limited
512149,AVANCE,AVANCE TECHNOLOGIES LTD.
512153,SPECMKT,SPECULAR MARKETING & FINANCING LTD.
512157,TERRAREAL,Terraform Realstate Limited
512165,ABANSENT,ABANS ENTERPRISES LTD
512175,VAMA,VAMA INDUSTRIES LTD.
512179,SUNTECK,SUNTECK REALTY LTD.
512195,BENTCOM,BENTLEY COMMERCIAL ENTERPRISES LTD.
512197,SILVERO,SILVER OAK COMMERCIAL LTD.
512213,CLASELE,CLASSIC ELECTRICALS LTD.
512215,STEPHANOTIS,Stephanotis Finance Ltd
512217,PRISMMEDI,PRISM MEDICO AND PHARMACY LTD.
512221,SPVGLOBAL,SPV Global Trading Ltd
512229,VERITAS,VERITAS (INDIA) LTD.
512237,JAICORPLTD,JAI CORP LTD.
512245,ZNIVITRD,NIVI TRADING LTD.
512247,ASHCAP,ASHIRWAD CAPITAL LTD.
512257,SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd
512261,BAJGLOB,BAJAJ GLOBAL LTD.
512267,MMWL,MEDIA MATRIX WORLDWIDE LTD.
512271,TASHIND,TASHI INDIA LTD.
512277,AUTOINT,AUTORIDERS INTERNATIONAL LTD.
512279,NNTL,N2N Technologies Limited
512289,SHIRPUR-G,SHIRPUR GOLD REFINERY LTD.
512291,ZSPEEDCO,SPEEDAGE COMMERCIALS LTD.
512296,BHAGYNAGAR,BHAGYANAGAR INDIA LTD.
512297,SHANTAI,Shantai Industries Ltd
512301,CHMBBRW,CHAMBAL BREWERIES & DISTILLERIES LTD.
512303,ZMANSOON,MANSOON TRADING CO.LTD.
512329,KRL,Kintech Renewables Ltd
512337,MAHSHRE,MAHASHREE TRADING LTD.
512341,CESL,CES Limited
512344,ARAVALIS,ARAVALI SECURITIES & FINANCE LTD.
512345,YASTF,YASH TRADING & FINANCE LTD.
512359,SWORDEDGE,Sword-Edge Commercials Limited
512367,ZSHERAPR,SHERATON PROPERTIES & FINANCE LTD.
512377,MAGANTR,MAGNANIMOUS TRADE & FINANCE LTD.
512379,CRESSAN,CRESSANDA SOLUTIONS LTD.
512381,STARTECK,Starteck Finance Ltd
512393,SHARDUL,SHARDUL SECURITIES LTD.
512399,KAPASHI,KAPASHI COMMERCIALS LTD.
512404,BENGALS,BENGAL STEEL INDUSTRIES LTD.
512408,UNIWSEC,UNIWORTH SECURITIES LTD.
512415,MERCTRD,MERCURY TRADE LINKS LTD.
512425,NIRAVCOM,NIRAV COMMERCIALS LTD.
512433,ASUTENT,ASUTOSH ENTERPRISES LTD.
512437,APOLLOFI,APOLLO FINVEST (INDIA) LTD.
512441,ENBETRD,ENBEE TRADE & FINANCE LTD.
512443,GANONPRO,Ganon Products Ltd
512445,DEVITRD,DEVINSU TRADING LTD.
512453,SHRJAGP,SHRI JAGDAMBA POLYMERS LTD.
512455,LLOYDSME,LLOYDS METALS AND ENERGY LTD.
512461,PUNCTRD,PUNCTUAL TRADING LTD.
512463,SHRGLTR,SHREE GLOBAL TRADEFIN LTD.
512477,BETXIND,BETEX INDIA LTD.
512479,GYTRIPA,GAYATRI TISSUE & PAPERS LTD.
512481,POLYTEX,POLYTEX INDIA LTD.
512485,DHANCOT,DHANLAXMI COTEX LTD.
512487,REMIELEK,Remi Elektrotechnik Limited
512489,OASISEC,OASIS SECURITIES LTD.
512493,GARNETINT,GARNET INTERNATIONAL LTD.
512499,SHALPRO,SHALIMAR PRODUCTIONS LTD.
512511,VARUNME,VARUN MERCANTILE LTD.
512519,DONEAR,DONEAR INDUSTRIES LTD.-$
512522,NEPTEXP,NEPTUNE EXPORTS LTD.
512527,SUPER,SUPER SALES INDIA LTD.-$
512529,SEQUENT,SEQUENT SCIENTIFIC LTD.
512531,STCINDIA,STATE TRADING CORPORATION OF INDIA LTD.
512553,ZENITHEXPO,ZENITH EXPORTS LTD.
512559,KOHINOOR,KOHINOOR FOODS LTD.
512565,RTEXPO,R.T.EXPORTS LTD.-$
512573,AVANTI,AVANTI FEEDS LTD.-$
512587,ZODJRDMKJ,ZODIAC-JRD-MKJ LTD.
512589,SITAENT,SITA ENTERPRISES LTD.
512591,PULSRIN,PULSAR INTERNATIONAL LTD.
512595,UNIMOVR,UNIMODE OVERSEAS LTD.
512597,KEYFINSER,Keynote Financial Services Ltd
512599,ADANIENT,ADANI ENTERPRISES LTD.
512600,MACINTR,MACRO (INTERNATIONAL) EXPORTS LTD.
512604,HARIAEXPO,HARIA EXPORTS LTD.-$
512608,BHANDHOS,BHANDARI HOSIERY EXPORTS LTD.
512618,RLF,RLF LTD.
512624,REGENTRP,Regent Enterprises Ltd
512626,ORBTEXP,ORBIT EXPORTS LTD.
512634,SAVERA,SAVERA INDUSTRIES LTD.
513005,VBCFERROQ,VBC FERRO ALLOYS LTD.-$
513010,TATASTLLP,Tata Steel Long Products Ltd
513023,NBVENTURES,NAVA BHARAT VENTURES LTD.
513043,REMIEDEL,Remi Edelstahl Tubulars Limited
513059,GSAUTO,G.S.AUTO INTERNATIONAL LTD.
513063,TRANSFRE,TRANS-FREIGHT CONTAINERS LTD.
513097,SHBCLQ,SHIVALIK BIMETAL CONTROLS LTD.
513108,GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$
513117,AMFORG,AMFORGE INDUSTRIES LTD.
513119,ABCGAS,ABC GAS (INTERNATIONAL) LTD.
513121,ORICON,ORICON ENTERPRISES LTD.-$
513142,BALASORE,BALASORE ALLOYS LTD.
513149,ACROW,ACROW INDIA LTD.
513151,STINDIA,STI INDIA LTD.
513173,STLSTRINF,STEEL STRIPS INFRASTRUCTURES LTD.
513179,NATNLSTEEL,NATIONAL STEEL & AGRO INDUSTRIES LTD.
513216,UTTAMSTL,UTTAM GALVA STEELS LTD.
513228,PENIND,PENNAR INDUSTRIES LTD.-$
513252,JAYUSH,JAY USHIN LTD.
513262,SSWL,STEEL STRIPS WHEELS LTD.-$
